Unnamed: 0_x,uuid,age,age_group,gender,dem_has_children,country,country_code,Unnamed: 0_y,rural,Unnamed: 0_x,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst,dem_education_level,dem_full_time_job,normalized_job_code,Unnamed: 0_y,job_name
81,88d64de0-d9eb-0133-a46b-0a81e8b09a82,38 years old,26_39,Female,yes,Austria,AT,81,rural,81,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,low,no,,0,
82,d2a9a650-d964-0133-4678-0a81e8b09a82,1988,26_39,Female,yes,Austria,AT,82,urban,82,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It increases dependence on the state | It is against the principle of linking merit and reward,medium,yes,d06dfb43c95b585a89ae556c9221b573,32,data warehousing manager
83,7a3932b0-da34-0133-8caf-0a81e8b09a82,1990,26_39,Female,no,Austria,AT,83,urban,83,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It is impossible to finance | It might encourage people to stop working | It increases dependence on the state,high,no,,0,
84,54fcb0f0-da1c-0133-efb9-0a81e8b09a82,46 years old,40_65,Male,yes,Austria,AT,84,rural,84,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,low,yes,a12a16280e22220f9354333f6fe1b22a,33,geographic information systems data administrator gis data administrator
85,c7ec06f0-d94c-0133-0451-0a81e8b09a82,41 years old,40_65,Male,no,Austria,AT,85,Non-Rural,85,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone",It increases dependence on the state,low,yes,477b53ef09d37f098d5ed74f47fcbaec,34,data base design analyst
86,1ab814f0-dba0-0133-a033-0a81e8b09a82,43 years old,40_65,Male,yes,Austria,AT,86,countryside,86,I know something about it,I would vote for it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,no,yes,e2f68bf748aea2c7d2254550c0c92b23,35,director of data operations
87,994969a0-dca5-0133-b593-0a81e8b09a82,1990,26_39,Female,yes,Austria,AT,87,countryside,87,I understand it fully,I would vote for it,‰Û_ look for a different job,It creates more equality of opportunity,Only the people who need it most should get something from the state,low,no,,0,
88,5f4a8e40-dbd4-0133-e162-0a81e8b09a82,1987,26_39,Female,yes,Austria,AT,88,Non-Rural,88,I understand it fully,I would not vote,‰Û_ gain additional skills,It creates more equality of opportunity | It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,high,yes,45033f83b6e0309eca9bcd76917f15d0,36,database modeler
89,fc590270-de6a-0133-72af-0a81e8b09a82,1999,juvenile,Male,no,Austria,AT,89,rural,89,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,low,no,,0,
90,2152fc80-d9ae-0133-8d7e-0a81e8b09a82,1993,14_25,Female,yes,Austria,AT,90,urban,90,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It is impossible to finance | It might encourage people to stop working | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit,medium,no,,0,
91,1d39d3e0-dbb6-0133-4ab6-0a81e8b09a82,36 years old,26_39,Female,yes,Austria,AT,91,countryside,91,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,medium,yes,141ddda0f613da65a280521247de0e9f,37,data administrator
92,51f5c5c0-de40-0133-1e9a-0a81e8b09a82,34 years old,26_39,Female,yes,Austria,AT,92,urban,92,I know something about it,I would vote for it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,low,yes,3ddea1b52e520996e4ec9fb70dc8b86b,38,field artillery automated tactical data system specialist
93,18a82df0-d8ec-0133-a131-0a81e8b09a82,1989,26_39,Male,no,Austria,AT,93,rural,93,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state | It might encourage people to stop working | It is against the principle of linking merit and reward,high,yes,6408c0d7c7faa4ced47fbc8474698126,39,database design analyst
94,eef7cc30-de4e-0133-1438-0a81e8b09a82,2001,14_25,Male,no,Austria,AT,94,rural,94,I know something about it,I would probably vote against it,‰Û_ gain additional skills,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit,low,yes,07b7555fa790debaf5b04d1409ad5f11,40,database security administrator
95,296e4480-d8e9-0133-c3ad-0a81e8b09a82,2002,14_25,Male,no,Austria,AT,95,city,95,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,,no,,0,
96,5984b3b0-d8e0-0133-b014-0a81e8b09a82,1995,14_25,Male,no,Austria,AT,96,urban,96,I know something about it,I would vote for it,‰Û_ gain additional skills,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",None of the above,medium,yes,36675c937946c8a4fc5de7d0b4c850de,23,data warehousing engineer
97,81f6b2a0-de56-0133-2850-0a81e8b09a82,1992,14_25,Female,no,Austria,AT,97,urban,97,I have heard just a little about it,I would probably vote against it,‰Û_ work less,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,medium,yes,d71c4164c99a5f9bca773e755a72f40f,6,geographic information systems database administrator gis database administrator
98,19aab9f0-da4f-0133-ee5a-0a81e8b09a82,1993,juvenile,Female,no,Austria,AT,98,urban,98,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance,medium,yes,a4d5b8b38f9513825d0d94a981ebe962,41,database manager
99,7baa89f0-da4e-0133-4b77-0a81e8b09a82,2002,14_25,Female,no,Austria,AT,99,Country,99,I have heard just a little about it,I would vote for it,‰Û_ gain additional skills,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,low,no,,0,
100,e1bf7cc0-dd32-0133-4401-0a81e8b09a82,1986,26_39,Female,no,Austria,AT,100,rural,100,I know something about it,I would not vote,None of the above,None of the above,None of the above,medium,no,,0,
101,faf3d380-db0f-0133-0e2e-0a81e8b09a82,47 years old,40_65,Male,yes,Austria,AT,101,rural,101,I understand it fully,I would probably vote for it,‰Û_ work less,It encourages financial independence and self-responsibility,It might encourage people to stop working | It is impossible to finance | It is against the principle of linking merit and reward,medium,yes,5e93fd1a58c8a67b295f69d87d1a940d,42,geographic information systems data manager gis data manager
